Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price,Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
07/01/2015,"14 WELLESLEY MANOR, GREAT CONNELL RD, NEWBRIDGE",,Kildare,215000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"14 WILLOW GATE, BEECHLAWN, MEADOWBROOK DUBLIN 14",Dublin 16,Dublin,435000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"15 THE TANNERY, 50 CORK ST, DUBLIN 8",Dublin 8,Dublin,200000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"16 HANOVER COURT, FRANCIS ST, DUBLIN 8",Dublin 8,Dublin,271500,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"16 The Green, Miller's Glen, Swords",,Dublin,96475,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
07/01/2015,"17 Woodbrook Road, Bishopstown",,Cork,260000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"18 CHARLESLAND WOOD, THE GLEN, GREYSTONES",,Wicklow,254000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"18 The Chestnut, Grattan Hall, The Hole in the Wall Road",Dublin 13,Dublin,200000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"19 BLOOMFIELD, NEWTOWN ANNACOTTY, LIMERICK",,Limerick,112000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"19 RAVENSDALE DR, KIMMAGE, DUBLIN 12",Dublin 12,Dublin,430000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"1A ASHGROVE, KILLARNEY, CO KERRY",,Kerry,170000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"2 Glencarrig, Brides Glen Road, Rathmichael",,Dublin,704846,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
07/01/2015,"21 FAIRFIELD SQ, FARRANREE, CORK",,Cork,79500,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"21 Oakdown Road, Churchtown",Dublin 14,Dublin,505000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"22 THE SQUARE, RATHMULLAN RD, DROGHEDA",,Louth,50000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"24 BRACKERNAGH, BALLINASLOE, GALWAY",,Galway,30000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"25 BROPHY TCE, ROSCREA, CO TIPPERARY",,Tipperary,40500,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"26 BROTHERTON, GRAIGUECULLEN, LAOIS",,Laois,144000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"26 LADYWELL, BALLYHEIGUE",,Kerry,79294.84,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/01/2015,"27 Churchfields, Ashbourne, County Meath",,Meath,199118.94,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/01/2015,"27 GLENVALE COURT, CLYBAUN RD, GALWAY",,Galway,215000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"270 St. Johns Park, Waterford",,Waterford,54000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"28 BEAVERBROOK, DONABATE, DUBLIN",,Dublin,589750,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"28 CHURCH VIEW, BASTION COURT, ATHLONE",,Westmeath,95154,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/01/2015,"29 BRUACH NA GAILE, MOYVANE, KERRY",,Kerry,70000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"3 CAMLIN VIEW, LONGFORD, CO WATERFORD",,Longford,50000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"3 GREALISHTOWN, BOHERMORE, GALWAY",,Galway,110000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"30 Castlepark Drive, Dunboyne Road, Maynooth",,Kildare,281938,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/01/2015,"33 Tower View, Mullingar, Co. Westmeath",,Westmeath,108000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"38 GLEN ABAHINN GROVE, ENFIELD, MEATH",,Meath,105000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"4 ARRANMORE RD, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,1750000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"4 ASHBROOK, THE MOYNE, ENNISCORTHY",,Wexford,93000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"4 OFFALY ST, TULLAMORE, OFFALY",,Offaly,50000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"4 THE COURTYARD, COLLEGE WOOD MANOR, CLANE",,Kildare,131000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"4 The Green, Millers Glen, Swords",,Dublin,268722.47,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/01/2015,"4 THE WATERWAYS, SALLINS, CO KILDARE",,Kildare,141000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"42 GANDON CLOSE, HAROLDS CROSS RD, HAROLDS CROSS DUBLIN 6",,Dublin,140000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"44 DONNYCARNEY ROAD, DONNYCARNEY, DUBLIN 9",,Dublin,308511.1,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"46 COILLE CLOCHA, ORANMORE, GALWAY",,Galway,135000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"49 NA CLUAINTE, PORTARLINGTON, LAOIS",,Offaly,65000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"5 ARDNACASSA AVE, LONGFORD, LONGFORD",,Longford,59000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"5 OWENRIFF PARK, OUGHTERARD, GALWAY",,Galway,430500,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"5 THULLA, DUNBO HILL, HOWTH",,Dublin,890000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"53 ARD KILL PLACE, BALLINAGH",,Cavan,73525,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
07/01/2015,"54 ROLLINS VILLAS, SALLYNOGGIN, DUNLAOGHAIRE",,Dublin,235000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"55 CONNOLLY ST, NENAGH, TIPPERARY",,Tipperary,63000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"59 VALLEY PARK RD, FINGLAS WEST, DUBLIN 11",Dublin 11,Dublin,163002,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"6 COIS FARRAIGE, MAIN STREET, WATERVILLE",,Kerry,60000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/01/2015,"6 ROEBUCK AVE, THE RISE, MT MERRION",,Dublin,1200000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"6 SHAMROCK TERRACE, OLD YOUGHAL RD, MAYFIELD",,Cork,100000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"60 DRUMBANNON, BAILIEBOROUGH, CO CAVAN",,Cavan,36000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"610 The Cube 1, Beacon South Quarter, Sandyford",Dublin 18,Dublin,420000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"62 ATH LETHAN, DUNDALK, LOUTH",,Louth,180000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"63 WOODFORD DOWNS, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,232000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"66 BUSHY PARK RD, TERENURE, DUBLIN 6",Dublin 6,Dublin,950000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"67 ARDKEALE, MOUNT OVAL, ROCHESTOWN RD",,Cork,200000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"7 BRIGHTON AVE, RATHGAR, DUBLIN 6",Dublin 6,Dublin,600000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"7 Maymount, Friars Walk",,Cork,200000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"7 PORTBEG, BUNDORAN, DONEGAL",,Donegal,70000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"74 BLACKWOOD AVE, THE GALLOPS, CAVAN",,Cavan,83000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"74 MARYBOROUGH COURT, DOUGLAS, CORK",,Cork,210000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"8 STOCKTON GROVE, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,725000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"95 SHANAKILL, MONAVALLEY, TRALEE",,Kerry,50000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"Apartment B Coliemore Apartments, Coliemore Road, Dalkey",Dublin 6,Dublin,550000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"APT 1 10 ANNESLEY PLACE, DUBLIN 3, DUBLIN",Dublin 3,Dublin,182000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"APT 1, 14 WELLINGTON QUAY, DUBLIN 2",Dublin 2,Dublin,190000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"APT 1, 82 SOUTH CIRCULAR RD, DUBLIN 8",,Dublin,147000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"APT 2, 14 WELLINGTON QUAY, DUBLIN 6",,Dublin,120000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"APT 3, 14 WELLINGTON QUARY, DUBLIN 2",,Dublin,120000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"APT 4, 14 WELLINGTON QUARY, DUBLIN 2",,Dublin,120000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"APT 5, 14 WELLINGTON QUAY, DUBLIN 2",,Dublin,120000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"APT 6, 14 WELLINGTON QUAY, DUBLIN 2",,Dublin,120000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"APT 7, 14 WELLINGTON QUAY, DUBLIN 2",Dublin 15,Dublin,120000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"APT 8, 14 WELLINGTON QUAY, DUBLIN 2",,Dublin,120000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"APT 9, 14 WELLINGTON QUAY, DUBLIN 2",,Dublin,120000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"BALLYCANNON, CROAGH, LIMERICK",,Limerick,160000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"CARRABAWN, WESTPORT, CO MAYO",,Mayo,210000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"CLONSILLAGH COTTAGE, LIXNAW, KERRY",,Kerry,50000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"COASTGUARD HOUSE, ROGERSTOWN, RUSH",,Dublin,307000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"CONNELL'S CROSS, DROM, TEMPLEMORE",,Tipperary,41000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"Doonagh, Bishopstown Avenue West, Model Farm Road",,Cork,270000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"FOYLE, JOINERSFOLLY, DANVILLE",,Kilkenny,250000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"GALBERSTOWN LOWER, HOLYCROSS, THURLES",,Tipperary,160000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"Kilfeacle, Wolfhill",,Laois,75000,No,No,New Dwelling house /Apartment,less than 38 sq metres
07/01/2015,"KILKEARY, NORWOOD, NENAGH",,Tipperary,190000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"KNOCKANISH, THE SPA, TRALEE",,Kerry,75000,Yes,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"LACCANONEEN, KNOCKNAGOSHEL, TRALEE",,Kerry,110500,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"LAZY ACRE, WARREN RD, BURGATIA",,Cork,315000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"LOUGHBRACK, KILCOMMON, THURLES",,Tipperary,27000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"LOUGHGALL, MART LANE, FOXROCK DUBLIN 18",Dublin 18,Dublin,2800000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"Main Street, Kilcullen",,Kildare,80000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"MAIN ST, CLONMELLON, WESTMEATH",,Westmeath,60000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"NETTLEVILLE, CARRIGADROHID, CO CORK",,Cork,100000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"No. 3 Granary Drive, Grange, Co. Sligo.",,Sligo,167400.88,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
07/01/2015,"No. 4 Coill Darrach, Barraduff",,Kerry,92000,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
07/01/2015,"No. 4 Naomh Anna Park, Dungloe",,Donegal,145000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"PAINSTOWN, DONADEA, NAAS",,Kildare,370000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"PLATTIN COTTAGE, PLATTIN ROAD, DULEEK",,Meath,64000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"RATHBAWN LODGE, TULLOW, CARLOW",,Carlow,305000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"SHANAKIEL, RATHCOOLE, MALLOW",,Cork,20000,No,No,Second-Hand Dwelling house /Apartment,
07/01/2015,"TUBBERMORE, CROSSMOLINA, CO MAYO",,Mayo,35000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"1 OLD SCHOOLHOUSE, VIRGINIA ROAD, MULLAGH",,Cavan,70000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"11 BERRYFIELD CRESCENT, FINGLAS SOUTH, DUBLIN",Dublin 11,Dublin,60000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"11 SEAGRAVE PARK, FAIRYHOUSE PARK, RATHOATH",,Meath,313000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"11A WINDMILL HEIGHTS, BELVEDERE RD, WEXFORD",,Wexford,60000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"12 Rath Na Gloine, Dromiskin, Dundalk",,Louth,100000,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
08/01/2015,"131 THE BELFRY, ENNISKERRY RD, STEPASIDE",Dublin 18,Dublin,174250,Yes,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"132 CLOCHOG, ORANMORE, GALWAY",,Galway,220000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"15 Castleland Park Way, Balbriggan",,Dublin,189427.31,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/01/2015,"15 WILLOW RIDGE, CAVAN, CAVAN",,Cavan,65000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"16 RINGCURRAN RISE, ARDBRACK, KINSALE",,Cork,350000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"18 ALTAMOUNT HALL, STONEY RD, DUNDRUM DUBLIN 14",Dublin 14,Dublin,336000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"18 PRIORY WAY, ST RAPHAELS MANOR, CELBRIDGE",,Kildare,220000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"19 MOUNT CLARE COURT, GRAIGUECULLEN, CARLOW",,Carlow,130000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"19 PERCY FRENCH RD, DUBLIN 12, DUBLIN",Dublin 12,Dublin,274000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"19 THE AVENUE, WALSHESTOWN PARK, NEWBRIDGE",,Kildare,265000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"2 BEECHLAWN GROVE, COOLOCK, DUBLIN 17",Dublin 5,Dublin,292500,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"2 Fallon Ave, Roscommon",,Roscommon,90000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"2 KENILWORTH SQUARE, RATHGAR, DUBLIN 6",Dublin 6,Dublin,1385000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"2 MOUNT HORGAN CROSS, RATHMORE, KERRY",,Kerry,116000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"21 GALTEE CLOSE, GLENMORE LAWN, CAHERDAVIN",,Limerick,74000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"23 Clos na Ri, Townparks, Wexford",,Wexford,95154.58,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/01/2015,"23 CUL DOIRE, KILLEEN RD, OAKPARK",,Kerry,85000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"23 Peyton Drive, Stoney Road, Rathcoole",,Dublin,253090,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/01/2015,"23 SPRINGDALE, CLAREMORRIS, CO MAYO",,Mayo,95000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"25 STAMANARAN, OLD GOLF LINKS RD, DUNDALK",,Louth,150000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"28 HAWTHORN HOUSE, FARMLEIGH WOODS, CASTLEKNOCK DUBLIN 15",Dublin 15,Dublin,400000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"28 HEATHERVIEW, SLIGO, SLIGO",,Sligo,190000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"3 Clonakilty Park, Clonakilty",,Cork,150000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"31 LONGFORD HOUSE, SPENCER DOCK, DUBLIN 1",Dublin 1,Dublin,335000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"31 MONALEE HEIGHTS, BALLYMONEEN RD, KNOCKNACARRA",,Galway,207000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"32 NEWTOWN COURT, MAYNOOTH, CO KILDARE",,Kildare,285000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"33 THE HAWTHORNS, CLARE RD, ENNIS",,Clare,160000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"34 CLARENCE GATE, KILKENNY RD, CARLOW",,Carlow,117000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"36 ABHAINN GLAIS, TINNYARR, EDGEWORTHSTOWN",,Longford,50000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"38 CHAPEL ST, NEWCASTLE WEST, LIMERICK",,Limerick,115000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"39 DOORADOYLE PARK, DOORADOYLE, LIMERICK",,Limerick,80000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"43 ARD CHAOIN, GORT RD, ENNIS",,Clare,70000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"436 ASHBROOK, DUNDALK, LOUTH",,Louth,95000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"45 BARRYMORE AVE, COBH, CORK",,Cork,90000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"45 WOODSIDE ESATE, LEIXLIP, KILDARE",,Kildare,260000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"46 Bellflower Close, Forrest Hill, Carrigaline",,Cork,167268,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/01/2015,"47 PRIORY WAY, MANOR GROVE, TERENURE DUBLIN 12",Dublin 12,Dublin,460000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"47A FORT FIELD, KILLERISK, TRALEE",,Kerry,140000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"5 MANGERTON TERRACE, BLARNEY, CORK",,Cork,70000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"5 MARIAN TERRACE, SEFFIN, BIRR",,Offaly,35000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"5 STONEPARK CRESCENT, DRUMNASILLAGH, GLENTIES",,Donegal,81938,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
08/01/2015,"5 THE GALLOPS, MOUNT JULIET, THOMASTOWN",,Kilkenny,650000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"543 Riverforest, Leixlip",,Kildare,259000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"56 Milford Park, Ballinabranagh, Co Carlow",,Carlow,160000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/01/2015,"58 Oakdale, Baylough, Athlone",,Roscommon,135000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"58 SWILLY RD, DUBLIN 7, DUBLIN",Dublin 7,Dublin,220000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"6 CLODIAGH WAY, CLONASLEE, CO. LAOIS",,Laois,80000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"62 CARN NA REE, OLD SINGLAND RD, LIMERICK",,Limerick,156000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"68 CLONLEA, MOUNT OVAL VILLAGE, ROCHESTOWN",,Cork,170000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"6A Fitzhaven Square, South Circular Road",,Limerick,95000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"73 WOODFIELD, TUAM, GALWAY",,Galway,65000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"8 ASHLING HEIGHTS, RAHEEN, LIMERICK",,Limerick,98500,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"8 DUNSINK PARK, FINGLAS, DUBLIN 11",,Dublin,122500,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"8 OCEAN VIEW, CARROWHUBBOCK SOUTH, ENNISCRONE",,Sligo,131000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"83 FRENCHS AVE, COBH, CORK",,Cork,80000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"9 The Elms, Castlejane Wood, Glanmire",,Cork,199000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"94 GLEANN RIADA, ATHLONE RD, LONGFORD",,Longford,31000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"Apartment 38, The Village Green",,Westmeath,48000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/01/2015,"Apartment 67, Marlborough Court, Marlborough Street",Dublin 1,Dublin,163000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"Apartment 8 The Daintree Building, 61-63 Pleasants Place, Dublin 8",Dublin 8,Dublin,528634.36,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/01/2015,"Apt 7  The Main, Courtyard, Headfort",,Meath,56048,Yes,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"ASHLEIGH HOUSE, BLEAN, ATHENRY",,Galway,277000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"BALLYBUR LOWER, CUFFESGRANGE, KILKENNY",,Kilkenny,248000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"Bantry Road, Drimoleague",,Cork,145000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"Belderrig Mor, Belderrig, Ballina",,Mayo,68000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"BLOOMHILL, KILLINICK, WEXFORD",,Wexford,60000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"BREFFNI HOUSE, COOLQUAY, THE WARD",Dublin 11,Dublin,390000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"Brentwood House, Ballyboden Road, Rathfarnham",Dublin 16,Dublin,481000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"CLOUGHNADROMIN FARM, BALLYSIMON, LIMERICK",,Limerick,85000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"DRUMEVIN, KILFENORA, CO CLARE",,Clare,48500,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"DUNSHERKIN, MYRTLEVILLE, CROSSHAVEN",,Cork,98000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"ETTERBY, CHURCH RD, DELGANY",,Wicklow,680000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"FRINGERSTOWN, CASTLETOWN KP, NAVAN",Dublin 7,Meath,60000,Yes,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"GARRISTOWN, DUBLIN",,Dublin,214000,Yes,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"GLENCOURT, OLD DOWNS RD, DRUMMIN WEST",,Wicklow,764500,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"HAWTHORN HILL RD, FOXFORD, MAYO",,Mayo,82000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"Inch, Garryvadden Lane, Blackwater",,Wexford,100000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"Main Street, Aughrim",,Wicklow,85000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"MAIN STREET, MOUNTRATH, CO LAOIS",,Laois,22000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"NO 155 JKL AVENUE, POLLERTON, CARLOW",,Carlow,65000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"QUIET WATERS, WINDGATES, BRAY",,Wicklow,495000,No,No,Second-Hand Dwelling house /Apartment,
08/01/2015,"RATHCLINE, LANESBORO, LONGFORD",,Longford,80000,No,No,Second-Hand Dwelling house /Apartment,
